  33.71
 165.00
 577320463
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
2011 04 20 12	46984.59	22.17	280.86	0.00	22.27	22.27	2194.26
2011 04 21 12	47001.60	26.53	372.32	0.00	21.69	21.69	2143.20
2011 04 22 12	47001.60	0.07	505.53	0.00	22.73	22.73	2123.08
2011 04 23 12	47330.19	0.00	518.65	0.00	22.13	22.13	1962.16
2011 04 24 12	47347.20	0.16	513.66	0.00	22.50	22.50	2016.97
2011 04 25 12	47347.20	0.00	413.00	0.00	22.29	22.29	2008.86
2011 04 26 12	47675.79	1.63	426.30	0.00	22.79	22.79	2171.99
2011 04 27 12	47692.80	42.60	359.09	0.00	23.81	23.81	2370.30
2011 04 28 12	47692.80	2.25	494.90	0.00	17.37	17.37	1500.68
2011 04 29 12	47959.74	0.00	531.62	0.00	16.17	16.17	1158.08
2011 04 30 12	48038.40	0.00	526.76	0.00	18.75	18.75	1248.52
2011 05 01 12	48038.40	0.00	557.15	0.00	20.59	20.59	1691.14
2011 05 02 12	48161.31	2.64	516.71	0.00	22.50	22.50	2036.78
2011 05 03 12	48384.00	15.79	164.40	0.00	17.44	17.44	1819.38
2011 05 04 12	48384.00	0.20	597.51	0.00	11.36	11.36	934.04
2011 05 05 12	48393.57	0.00	587.41	0.00	11.59	11.59	886.21
2011 05 06 12	48729.60	0.00	498.93	0.00	15.17	15.17	1059.86
2011 05 07 12	48729.60	0.00	578.62	0.00	18.45	18.45	1355.86
2011 05 08 12	48729.60	0.00	569.14	0.00	21.14	21.14	1882.97
2011 05 09 12	48996.54	0.00	566.46	0.00	25.15	25.15	2242.48
2011 05 10 12	49075.20	0.00	575.50	0.00	25.18	25.18	2207.10
2011 05 11 12	49075.20	0.00	575.68	0.00	24.72	24.72	2143.20
2011 05 12 12	49084.77	0.00	462.35	0.00	24.15	24.15	2132.90
2011 05 13 12	49420.80	13.02	360.61	0.00	22.98	22.98	2140.76
2011 05 14 12	49420.80	7.56	499.32	0.00	20.09	20.09	1895.21
2011 05 15 12	49420.80	0.09	384.48	0.00	15.24	15.24	1416.06
2011 05 16 12	49481.41	0.03	308.97	0.00	13.71	13.71	1310.39
2011 05 17 12	49766.40	0.00	463.58	0.00	13.45	13.45	1165.13
2011 05 18 12	49766.40	0.00	472.27	0.00	13.63	13.63	992.59
2011 05 19 12	49766.40	0.00	558.03	0.00	17.66	17.66	1357.25
2011 05 20 12	49775.97	0.00	574.81	0.00	21.18	21.18	1731.67
2011 05 21 12	50094.99	0.00	552.31	0.00	24.40	24.40	2173.11
2011 05 22 12	50112.00	0.06	569.19	0.00	25.69	25.69	2334.04
2011 05 23 12	50112.00	0.00	485.05	0.00	24.32	24.32	2211.00
2011 05 24 12	50112.00	0.00	557.02	0.00	25.08	25.08	2314.59
2011 05 25 12	50234.91	0.00	567.42	0.00	25.27	25.27	2233.69
2011 05 26 12	50457.60	13.35	419.88	0.00	24.34	24.34	2320.21
2011 05 27 12	50457.60	0.00	580.33	0.00	20.27	20.27	1865.98
2011 05 28 12	50457.60	0.00	578.87	0.00	22.70	22.70	1869.20
2011 05 29 12	50457.60	0.00	573.53	0.00	25.57	25.57	2200.86
2011 05 30 12	50467.17	0.00	529.55	0.00	26.97	26.97	2299.22
2011 05 31 12	50724.54	0.00	566.16	0.00	27.64	27.64	2486.79
2011 06 01 12	50803.20	0.00	570.13	0.00	28.42	28.42	2696.73
2011 06 02 12	50803.20	0.11	569.32	0.00	29.46	29.46	2847.15
2011 06 03 12	50803.20	0.00	531.40	0.00	30.00	30.00	2797.42
2011 06 04 12	50803.20	0.00	566.85	0.00	29.78	29.78	2739.35
2011 06 05 12	50803.20	4.40	550.50	0.00	28.40	28.40	2524.99
2011 06 06 12	50812.77	0.12	576.05	0.00	27.24	27.24	2382.46
2011 06 07 12	50995.38	0.00	571.36	0.00	27.23	27.23	2311.55
2011 06 08 12	51131.79	0.11	570.62	0.00	27.29	27.29	2254.42
2011 06 09 12	51148.80	4.59	569.21	0.00	27.83	27.83	2420.11
2011 06 10 12	51148.80	0.69	548.01	0.00	28.19	28.19	2277.87
2011 06 11 12	51148.80	1.85	528.52	0.00	28.04	28.04	2353.59
2011 06 12 12	51148.80	0.92	418.73	0.00	27.97	27.97	2379.01
2011 06 13 12	51148.80	0.00	502.17	0.00	27.85	27.85	2445.85
2011 06 14 12	51148.80	0.00	549.89	0.00	27.83	27.83	2459.82
2011 06 15 12	51148.80	0.00	567.47	0.00	28.65	28.65	2418.07
2011 06 16 12	51148.80	0.16	570.77	0.00	28.21	28.21	2490.56
2011 06 17 12	51148.80	8.99	401.36	0.00	27.20	27.20	2560.77
2011 06 18 12	51148.80	0.91	561.05	0.00	28.38	28.38	2648.84
2011 06 19 12	51148.80	0.00	572.37	0.00	29.18	29.18	2659.14
2011 06 20 12	51148.80	0.00	570.45	0.00	29.01	29.01	2586.60
2011 06 21 12	51148.80	7.01	422.30	0.00	28.48	28.48	2748.18
2011 06 22 12	51148.80	13.50	405.82	0.00	25.79	25.79	2621.82
2011 06 23 12	51148.80	1.67	514.70	0.00	27.05	27.05	2622.43
2011 06 24 12	51148.80	3.57	531.80	0.00	27.31	27.31	2428.75
2011 06 25 12	51148.80	1.86	524.26	0.00	27.75	27.75	2401.83
2011 06 26 12	51148.80	1.03	510.66	0.00	28.71	28.71	2595.08
2011 06 27 12	51148.80	0.00	516.41	0.00	29.21	29.21	2619.27
2011 06 28 12	51148.80	27.22	338.78	0.00	28.24	28.24	2814.52
2011 06 29 12	51148.80	0.05	552.83	0.00	26.91	26.91	2419.62
2011 06 30 12	51148.80	0.00	584.76	0.00	26.13	26.13	2098.93
2011 07 01 12	51148.80	0.00	656.35	0.00	26.09	26.09	1854.40
2011 07 02 12	51148.80	0.00	642.53	0.00	28.32	28.32	2196.92
2011 07 03 12	51148.80	0.00	633.95	0.00	29.08	29.08	2363.84
2011 07 04 12	51148.80	11.11	448.94	0.00	30.26	30.26	2682.27
2011 07 05 12	51070.14	3.15	399.94	0.00	28.83	28.83	2744.62
2011 07 06 12	50926.11	4.76	495.10	0.00	28.30	28.30	2541.89
2011 07 07 12	50803.20	1.24	460.76	0.00	28.80	28.80	2595.00
2011 07 08 12	50803.20	0.00	502.55	0.00	29.40	29.40	2454.99
2011 07 09 12	50803.20	2.43	498.70	0.00	30.90	30.90	2810.83
2011 07 10 12	50803.20	2.65	336.43	0.00	31.28	31.28	2967.53
2011 07 11 12	50803.20	12.69	373.68	0.00	30.78	30.78	2924.67
2011 07 12 12	50786.19	2.32	479.42	0.00	31.18	31.18	2912.77
2011 07 13 12	50580.52	9.38	360.51	0.00	31.10	31.10	3110.94
2011 07 14 12	50457.60	4.64	487.68	0.00	30.00	30.00	2837.70
2011 07 15 12	50457.60	2.11	393.17	0.00	29.64	29.64	2849.91
2011 07 16 12	50457.60	4.18	532.22	0.00	27.26	27.26	2681.39
2011 07 17 12	50457.60	0.05	347.94	0.00	24.98	24.98	2444.07
2011 07 18 12	50378.94	0.00	528.81	0.00	27.40	27.40	2392.95
2011 07 19 12	50121.57	0.00	523.58	0.00	29.49	29.49	2487.44
2011 07 20 12	50112.00	3.96	373.34	0.00	30.89	30.89	2678.19
2011 07 21 12	50112.00	15.17	405.45	0.00	29.61	29.61	2953.42
2011 07 22 12	50112.00	0.00	397.14	0.00	29.71	29.71	2865.19
2011 07 23 12	49958.57	2.09	408.51	0.00	28.66	28.66	2780.91
2011 07 24 12	49766.40	5.09	355.89	0.00	28.31	28.31	2879.68
2011 07 25 12	49766.40	0.00	365.72	0.00	28.71	28.71	2850.99
2011 07 26 12	49766.40	1.24	520.20	0.00	29.86	29.86	2830.47
2011 07 27 12	49687.74	2.36	562.69	0.00	29.73	29.73	2585.57
2011 07 28 12	49420.80	3.98	394.33	0.00	28.81	28.81	2832.93
2011 07 29 12	49420.80	0.32	543.18	0.00	27.19	27.19	2556.51
2011 07 30 12	49420.80	0.02	450.50	0.00	30.59	30.59	2712.04
2011 07 31 12	49267.38	3.73	403.69	0.00	31.33	31.33	2771.37
2011 08 01 12	49075.20	0.00	547.16	0.00	31.06	31.06	2835.27
2011 08 02 12	49075.20	0.07	508.25	0.00	30.94	30.94	2714.71
2011 08 03 12	49075.20	0.00	569.64	0.00	33.70	33.70	2955.36
2011 08 04 12	48739.17	19.28	436.76	0.00	32.53	32.53	2888.00
2011 08 05 12	48729.60	13.21	503.89	0.00	31.75	31.75	2804.17
2011 08 06 12	48729.60	6.15	481.18	0.00	31.77	31.77	2886.00
2011 08 07 12	48650.94	0.01	391.11	0.00	31.46	31.46	2822.39
2011 08 08 12	48384.00	11.82	448.58	0.00	31.47	31.47	2917.58
2011 08 09 12	48384.00	2.64	462.23	0.00	30.06	30.06	2755.24
2011 08 10 12	48384.00	0.86	312.83	0.00	30.02	30.02	2727.95
2011 08 11 12	48038.40	7.39	445.23	0.00	29.98	29.98	2837.24
2011 08 12 12	48038.40	0.71	519.79	0.00	29.46	29.46	2326.92
2011 08 13 12	48038.40	4.29	422.40	0.00	30.13	30.13	2491.21
2011 08 14 12	47692.80	0.07	395.73	0.00	29.79	29.79	2516.71
2011 08 15 12	47692.80	0.16	600.30	0.00	25.34	25.34	1858.23
2011 08 16 12	47692.80	0.00	599.24	0.00	25.47	25.47	1699.70
2011 08 17 12	47347.20	0.00	583.42	0.00	27.04	27.04	1694.58
2011 08 18 12	47347.20	0.00	417.23	0.00	28.62	28.62	1913.44
2011 08 19 12	47347.20	0.00	520.09	0.00	30.30	30.30	2245.55
2011 08 20 12	47001.60	0.35	387.63	0.00	31.49	31.49	2479.63
2011 08 21 12	47001.60	0.00	463.47	0.00	30.91	30.91	2568.12
2011 08 22 12	47001.60	0.00	457.03	0.00	31.78	31.78	2497.79
2011 08 23 12	46656.00	0.00	586.50	0.00	29.89	29.89	2099.82
2011 08 24 12	46656.00	0.00	582.10	0.00	30.12	30.12	1909.96
2011 08 25 12	46656.00	0.57	580.87	0.00	31.11	31.11	2187.75
2011 08 26 12	46310.40	0.00	581.73	0.00	32.39	32.39	2254.28
2011 08 27 12	46310.40	0.00	591.46	0.00	28.23	28.23	1914.44
2011 08 28 12	46310.40	0.00	587.97	0.00	27.30	27.30	1642.79
2011 08 29 12	45964.80	0.00	590.06	0.00	26.60	26.60	1546.41
2011 08 30 12	45964.80	0.02	591.45	0.00	26.38	26.38	1384.24
2011 08 31 12	45964.80	0.03	564.71	0.00	29.01	29.01	1677.85
2011 09 01 12	45619.20	0.02	415.03	0.00	29.77	29.77	2220.74
2011 09 02 12	45619.20	0.66	529.34	0.00	30.12	30.12	2078.65
2011 09 03 12	45334.21	0.00	492.25	0.00	29.13	29.13	1729.35
2011 09 04 12	45273.60	5.87	299.53	0.00	26.46	26.46	2173.19
2011 09 05 12	45273.60	126.14	210.02	0.00	21.00	21.00	2254.20
2011 09 06 12	44928.00	6.60	171.79	0.00	15.82	15.82	1580.11
2011 09 07 12	44928.00	0.00	363.42	0.00	18.06	18.06	1453.83
2011 09 08 12	44928.00	0.13	400.84	0.00	20.48	20.48	1541.74
2011 09 09 12	44582.40	0.06	540.79	0.00	21.00	21.00	1350.11
2011 09 10 12	44582.40	0.24	535.79	0.00	21.79	21.79	1221.22
2011 09 11 12	44582.40	0.00	431.00	0.00	22.50	22.50	1343.66
2011 09 12 12	44236.80	0.00	507.71	0.00	24.04	24.04	1747.50
2011 09 13 12	44236.80	0.00	525.95	0.00	26.03	26.03	1745.44
2011 09 14 12	43891.20	0.00	520.69	0.00	24.96	24.96	1641.93
2011 09 15 12	43891.20	6.38	518.63	0.00	22.83	22.83	1911.17
2011 09 16 12	43891.20	0.00	476.23	0.00	16.95	16.95	1354.19
2011 09 17 12	43545.60	0.00	405.43	0.00	21.23	21.23	1677.44
2011 09 18 12	43545.60	0.00	263.99	0.00	22.25	22.25	1803.08
2011 09 19 12	43545.60	0.99	346.88	0.00	24.22	24.22	2051.67
2011 09 20 12	43200.00	26.02	277.23	0.00	22.98	22.98	2374.04
2011 09 21 12	43200.00	0.15	399.15	0.00	23.83	23.83	2309.17
2011 09 22 12	42854.40	0.31	251.59	0.00	26.18	26.18	2387.08
2011 09 23 12	42854.40	0.25	306.13	0.00	23.91	23.91	2244.42
2011 09 24 12	42854.40	0.09	520.86	0.00	18.80	18.80	1297.18
2011 09 25 12	42508.80	0.00	464.36	0.00	21.07	21.07	1327.98
2011 09 26 12	42508.80	1.11	373.17	0.00	23.58	23.58	2029.75
2011 09 27 12	42508.80	5.70	382.02	0.00	21.52	21.52	1917.89
2011 09 28 12	42163.20	0.42	472.57	0.00	23.72	23.72	1887.86
2011 09 29 12	42163.20	0.18	495.55	0.00	23.05	23.05	1558.50
2011 09 30 12	41817.60	0.12	516.09	0.00	21.11	21.11	1233.38
2011 10 01 12	41817.60	0.00	527.13	0.00	13.69	13.69	824.21
2011 10 02 12	41817.60	0.00	523.96	0.00	11.94	11.94	792.80
2011 10 03 12	41472.00	0.00	520.64	0.00	13.54	13.54	741.41
2011 10 04 12	41472.00	0.00	511.67	0.00	16.38	16.38	854.97
2011 10 05 12	41472.00	0.00	501.68	0.00	18.21	18.21	1088.92
2011 10 06 12	41126.40	0.12	486.28	0.00	20.20	20.20	1301.62
2011 10 07 12	41126.40	0.00	496.12	0.00	20.62	20.62	1258.78
2011 10 08 12	41065.79	0.00	477.99	0.00	20.51	20.51	1399.30
2011 10 09 12	40780.80	0.00	335.42	0.00	19.67	19.67	1309.62
2011 10 10 12	40780.80	0.00	274.05	0.00	21.53	21.53	1602.54
2011 10 11 12	40435.20	1.14	142.94	0.00	18.28	18.28	1772.20
2011 10 12 12	40435.20	0.70	330.13	0.00	19.38	19.38	1826.19
2011 10 13 12	40435.20	0.64	353.75	0.00	20.84	20.84	1723.36
2011 10 14 12	40089.60	0.54	488.60	0.00	19.11	19.11	1021.68
2011 10 15 12	40089.60	0.00	476.38	0.00	19.47	19.47	810.81
2011 10 16 12	40089.60	0.00	474.11	0.00	20.02	20.02	935.92
2011 10 17 12	39744.00	0.00	469.58	0.00	21.47	21.47	1253.02
2011 10 18 12	39744.00	0.70	428.15	0.00	20.75	20.75	1433.04
2011 10 19 12	39744.00	0.03	337.79	0.00	12.15	12.15	976.03
2011 10 20 12	39398.40	0.01	377.11	0.00	10.39	10.39	706.48
2011 10 21 12	39398.40	0.00	473.92	0.00	9.63	9.63	594.28
2011 10 22 12	39398.40	0.00	463.53	0.00	11.44	11.44	630.29
2011 10 23 12	39052.80	2.07	357.08	0.00	12.98	12.98	789.48
2011 10 24 12	39052.80	0.36	451.05	0.00	17.91	17.91	1196.49
2011 10 25 12	39052.80	0.00	448.01	0.00	18.31	18.31	1147.78
2011 10 26 12	38707.20	0.00	443.52	0.00	17.38	17.38	1156.35
2011 10 27 12	38707.20	0.30	355.26	0.00	17.97	17.97	1396.03
2011 10 28 12	38707.20	4.79	109.56	0.00	13.03	13.03	1269.28
2011 10 29 12	38361.60	0.00	453.82	0.00	9.65	9.65	715.68
2011 10 30 12	38361.60	0.00	451.00	0.00	9.90	9.90	512.64
2011 10 31 12	38361.60	0.00	439.80	0.00	11.17	11.17	530.20
2011 11 01 12	38016.00	0.00	382.77	0.00	12.31	12.31	638.16
2011 11 02 12	38016.00	0.00	391.33	0.00	12.76	12.76	711.50
2011 11 03 12	38016.00	6.56	198.73	0.00	11.82	11.82	994.28
2011 11 04 12	37749.06	0.00	348.62	0.00	11.18	11.18	928.68
2011 11 05 12	37670.40	0.00	382.05	0.00	12.32	12.32	959.41
2011 11 06 12	37670.40	0.00	377.17	0.00	11.36	11.36	816.81
2011 11 07 12	37660.83	0.00	240.24	0.00	16.73	16.73	1277.13
2011 11 08 12	37324.80	0.00	296.65	0.00	19.48	19.48	1388.34
2011 11 09 12	37324.80	1.35	153.40	0.00	18.19	18.19	1544.51
2011 11 10 12	37324.80	0.00	371.80	0.00	10.00	10.00	695.60
2011 11 11 12	37132.62	0.00	377.67	0.00	6.88	6.88	389.01
2011 11 12 12	36979.20	0.00	351.56	0.00	8.31	8.31	545.30
2011 11 13 12	36979.20	0.00	195.80	0.00	14.05	14.05	1061.20
2011 11 14 12	36979.20	0.58	334.89	0.00	20.87	20.87	1775.64
2011 11 15 12	36712.26	5.08	179.97	0.00	19.66	19.66	1978.13
2011 11 16 12	36633.60	14.17	205.99	0.00	18.10	18.10	1793.88
2011 11 17 12	36633.60	0.07	368.64	0.00	10.48	10.48	814.32
2011 11 18 12	36633.60	0.00	337.57	0.00	5.16	5.16	420.17
2011 11 19 12	36441.43	0.00	321.05	0.00	11.47	11.47	927.81
2011 11 20 12	36288.00	2.28	308.71	0.00	17.62	17.62	1558.71
2011 11 21 12	36288.00	0.47	286.39	0.00	21.01	21.01	1826.98
2011 11 22 12	36288.00	24.73	212.66	0.00	20.17	20.17	1838.95
2011 11 23 12	36278.43	0.00	337.54	0.00	15.75	15.75	1455.48
2011 11 24 12	36021.06	0.00	350.24	0.00	11.24	11.24	872.38
2011 11 25 12	35942.40	0.00	348.19	0.00	11.20	11.20	768.19
2011 11 26 12	35942.40	0.00	280.21	0.00	14.76	14.76	1199.58
2011 11 27 12	35942.40	44.93	83.89	0.00	16.20	16.20	1599.05
2011 11 28 12	35942.40	20.79	98.94	0.00	6.19	6.19	889.25
2011 11 29 12	35819.48	3.47	120.65	0.00	3.79	3.79	700.17
2011 11 30 12	35613.81	0.20	339.52	0.00	5.18	5.18	671.46
2011 12 01 12	35596.80	0.00	337.64	0.00	5.22	5.22	510.54
2011 12 02 12	35596.80	0.00	325.90	0.00	7.74	7.74	563.19
2011 12 03 12	35596.80	0.00	323.18	0.00	8.69	8.69	648.89
2011 12 04 12	35596.80	0.00	305.90	0.00	12.54	12.54	1044.48
2011 12 05 12	35596.80	4.48	163.86	0.00	16.29	16.29	1523.31
2011 12 06 12	35473.89	13.05	273.90	0.00	14.60	14.60	1472.74
2011 12 07 12	35329.86	1.33	134.06	0.00	7.18	7.18	918.19
2011 12 08 12	35251.20	0.01	320.58	0.00	2.67	2.67	541.00
2011 12 09 12	35251.20	0.00	320.97	0.00	4.89	4.89	513.46
2011 12 10 12	35251.20	0.00	323.08	0.00	3.59	3.59	517.66
2011 12 11 12	35251.20	0.00	316.70	0.00	2.67	2.67	483.86
2011 12 12 12	35251.20	0.00	289.80	0.00	5.91	5.91	708.93
2011 12 13 12	35251.20	0.00	295.51	0.00	10.64	10.64	1048.90
2011 12 14 12	35251.20	0.00	302.50	0.00	13.36	13.36	1214.87
2011 12 15 12	35251.20	0.68	120.78	0.00	16.35	16.35	1491.73
2011 12 16 12	35251.20	20.31	106.54	0.00	12.53	12.53	1341.42
2011 12 17 12	35251.20	0.00	317.45	0.00	6.21	6.21	720.15
2011 12 18 12	35251.20	0.00	315.01	0.00	5.31	5.31	560.90
2011 12 19 12	35251.20	0.00	302.44	0.00	8.55	8.55	665.70
2011 12 20 12	35251.20	0.00	280.24	0.00	13.44	13.44	1233.50
2011 12 21 12	35251.20	10.14	160.12	0.00	17.00	17.00	1707.83
2011 12 22 12	35251.20	20.40	148.76	0.00	13.55	13.55	1457.33
2011 12 23 12	35251.20	0.00	287.08	0.00	10.03	10.03	1068.87
2011 12 24 12	35251.20	0.00	281.61	0.00	6.51	6.51	761.93
2011 12 25 12	35251.20	14.16	122.78	0.00	8.00	8.00	907.22
2011 12 26 12	35251.20	18.52	167.73	0.00	6.88	6.88	795.51
2011 12 27 12	35251.20	29.22	174.65	0.00	9.46	9.46	1058.77
2011 12 28 12	35251.20	0.00	313.14	0.00	5.75	5.75	704.32
2011 12 29 12	35251.20	0.00	309.73	0.00	6.69	6.69	687.30
2011 12 30 12	35251.20	0.00	305.50	0.00	11.15	11.15	1028.43
2011 12 31 12	35251.20	0.00	313.91	0.00	11.06	11.06	950.71
2012 01 01 12	35251.20	0.06	282.92	0.00	13.22	13.22	1161.07
2012 01 02 12	35251.20	0.00	321.87	0.00	4.16	4.16	490.43
2012 01 03 12	35268.21	0.00	319.07	0.00	-1.47	-1.47	259.15
2012 01 04 12	35404.62	0.00	304.57	0.00	0.69	0.69	363.11
2012 01 05 12	35536.19	0.00	310.29	0.00	7.54	7.54	770.67
2012 01 06 12	35596.80	0.00	276.27	0.00	9.17	9.17	867.87
2012 01 07 12	35596.80	0.86	185.41	0.00	14.93	14.93	1422.35
2012 01 08 12	35596.80	12.09	173.48	0.00	14.25	14.25	1391.10
2012 01 09 12	35596.80	1.21	223.74	0.00	16.29	16.29	1597.23
2012 01 10 12	35596.80	13.10	121.50	0.00	15.97	15.97	1647.84
2012 01 11 12	35675.46	33.47	234.12	0.00	13.75	13.75	1396.74
2012 01 12 12	35932.83	0.14	126.89	0.00	8.66	8.66	1012.33
2012 01 13 12	35942.40	0.00	284.70	0.00	0.42	0.42	328.54
2012 01 14 12	35942.40	0.00	327.46	0.00	1.97	1.97	400.52
2012 01 15 12	35942.40	0.00	328.41	0.00	3.35	3.35	543.37
2012 01 16 12	35942.40	0.05	217.45	0.00	7.10	7.10	735.89
2012 01 17 12	36165.09	1.21	191.34	0.00	14.87	14.87	1414.58
2012 01 18 12	36288.00	10.29	335.74	0.00	5.76	5.76	761.87
2012 01 19 12	36288.00	0.00	332.32	0.00	4.49	4.49	559.83
2012 01 20 12	36288.00	2.56	212.50	0.00	11.31	11.31	1133.69
2012 01 21 12	36305.01	3.45	166.59	0.00	15.76	15.76	1624.73
2012 01 22 12	36624.03	0.00	241.56	0.00	15.84	15.84	1573.06
2012 01 23 12	36633.60	29.32	331.41	0.00	17.55	17.55	1590.24
2012 01 24 12	36633.60	0.14	347.73	0.00	10.00	10.00	817.93
2012 01 25 12	36633.60	0.59	251.54	0.00	11.19	11.19	998.43
2012 01 26 12	36918.59	40.72	198.64	0.00	16.88	16.88	1736.10
2012 01 27 12	36979.20	2.87	350.44	0.00	12.09	12.09	1081.52
2012 01 28 12	36979.20	0.00	347.52	0.00	8.02	8.02	740.63
2012 01 29 12	36979.20	0.00	366.30	0.00	4.82	4.82	455.57
2012 01 30 12	37315.23	0.00	360.55	0.00	7.12	7.12	442.65
2012 01 31 12	37324.80	0.02	194.22	0.00	7.88	7.88	660.10
2012 02 01 12	37324.80	6.82	219.06	0.00	13.31	13.31	1320.90
2012 02 02 12	37403.46	2.40	361.37	0.00	15.90	15.90	1435.33
2012 02 03 12	37670.40	6.85	216.55	0.00	11.77	11.77	992.82
2012 02 04 12	37670.40	13.66	227.38	0.00	15.54	15.54	1547.95
2012 02 05 12	37670.40	2.82	356.92	0.00	15.95	15.95	1500.72
2012 02 06 12	38006.43	0.00	339.53	0.00	10.55	10.55	983.20
2012 02 07 12	38016.00	0.00	360.32	0.00	8.96	8.96	770.34
2012 02 08 12	38016.00	0.00	313.09	0.00	9.84	9.84	766.62
2012 02 09 12	38238.69	0.00	345.16	0.00	7.06	7.06	682.49
2012 02 10 12	38361.60	0.21	142.27	0.00	5.76	5.76	639.85
2012 02 11 12	38361.60	0.00	310.94	0.00	3.50	3.50	574.71
2012 02 12 12	38440.26	0.00	408.56	0.00	-2.15	-2.15	252.51
2012 02 13 12	38707.20	0.49	145.86	0.00	-1.00	-1.00	297.48
2012 02 14 12	38707.20	10.32	379.90	0.00	6.30	6.30	801.57
2012 02 15 12	38724.21	0.01	344.91	0.00	10.78	10.78	972.04
2012 02 16 12	39052.80	14.96	371.21	0.00	14.88	14.88	1329.36
2012 02 17 12	39052.80	0.00	265.53	0.00	11.78	11.78	1036.06
2012 02 18 12	39069.81	20.05	214.83	0.00	11.60	11.60	1073.75
2012 02 19 12	39398.40	4.64	205.27	0.00	9.66	9.66	1078.02
2012 02 20 12	39398.40	0.00	419.35	0.00	5.18	5.18	646.11
2012 02 21 12	39415.41	0.00	399.51	0.00	10.17	10.17	922.41
2012 02 22 12	39744.00	0.00	359.45	0.00	13.21	13.21	1205.66
2012 02 23 12	39744.00	0.01	402.21	0.00	19.85	19.85	1849.54
2012 02 24 12	39897.43	0.13	326.00	0.00	15.10	15.10	1340.12
2012 02 25 12	40089.60	0.08	433.32	0.00	5.87	5.87	499.33
2012 02 26 12	40089.60	0.00	428.55	0.00	7.36	7.36	496.22
2012 02 27 12	40425.63	0.00	265.37	0.00	11.43	11.43	893.87
2012 02 28 12	40435.20	3.15	169.31	0.00	15.42	15.42	1384.98
2012 02 29 12	40435.20	1.99	234.09	0.00	17.07	17.07	1612.44
2012 03 01 12	40780.80	0.82	296.34	0.00	18.72	18.72	1839.49
2012 03 02 12	40780.80	4.89	398.74	0.00	20.27	20.27	1746.61
2012 03 03 12	40780.80	3.39	356.76	0.00	21.70	21.70	2062.61
2012 03 04 12	41126.40	20.64	273.09	0.00	13.91	13.91	1203.01
2012 03 05 12	41126.40	0.00	455.38	0.00	7.87	7.87	567.76
2012 03 06 12	41126.40	0.00	486.63	0.00	8.29	8.29	612.68
2012 03 07 12	41472.00	0.00	486.80	0.00	8.39	8.39	572.93
2012 03 08 12	41472.00	0.00	379.93	0.00	13.01	13.01	1054.06
2012 03 09 12	41817.60	0.53	220.40	0.00	17.60	17.60	1519.69
2012 03 10 12	41817.60	31.73	434.38	0.00	13.62	13.62	1166.29
2012 03 11 12	41817.60	0.00	494.82	0.00	8.63	8.63	657.53
2012 03 12 12	42163.20	0.00	275.81	0.00	12.36	12.36	1014.74
2012 03 13 12	42163.20	0.02	289.77	0.00	18.18	18.18	1691.68
2012 03 14 12	42163.20	0.00	310.44	0.00	20.98	20.98	1990.83
2012 03 15 12	42508.80	0.64	361.72	0.00	22.82	22.82	2043.60
2012 03 16 12	42508.80	0.00	442.74	0.00	21.75	21.75	1808.41
2012 03 17 12	42844.83	0.00	408.65	0.00	22.23	22.23	1775.83
2012 03 18 12	42854.40	0.00	383.14	0.00	22.24	22.24	1770.44
2012 03 19 12	42854.40	0.00	445.86	0.00	22.29	22.29	1709.76
2012 03 20 12	43200.00	0.00	426.91	0.00	21.64	21.64	1638.88
2012 03 21 12	43200.00	0.00	458.95	0.00	21.91	21.91	1722.01
2012 03 22 12	43200.00	0.00	424.45	0.00	21.79	21.79	1744.89
2012 03 23 12	43545.60	38.98	181.55	0.00	21.14	21.14	2007.93
2012 03 24 12	43545.60	26.14	401.03	0.00	18.57	18.57	1769.38
2012 03 25 12	43555.17	0.00	484.05	0.00	17.39	17.39	1367.72
2012 03 26 12	43891.20	0.02	415.40	0.00	17.89	17.89	1318.54
2012 03 27 12	43891.20	0.00	503.86	0.00	19.61	19.61	1463.74
2012 03 28 12	44236.80	0.00	502.01	0.00	20.01	20.01	1433.28
2012 03 29 12	44236.80	0.00	459.25	0.00	20.26	20.26	1571.79
2012 03 30 12	44236.80	0.00	472.75	0.00	20.93	20.93	1673.41
2012 03 31 12	44582.40	11.70	245.24	0.00	22.49	22.49	1992.74
2012 04 01 12	44582.40	0.01	449.92	0.00	22.67	22.67	2052.55
2012 04 02 12	44582.40	0.51	431.96	0.00	24.01	24.01	2053.69
2012 04 03 12	44928.00	0.00	493.10	0.00	23.62	23.62	1969.16
2012 04 04 12	44928.00	0.01	434.18	0.00	22.60	22.60	1866.33
2012 04 05 12	45273.60	0.00	398.70	0.00	22.68	22.68	1863.81
2012 04 06 12	45273.60	3.50	316.64	0.00	21.15	21.15	1747.94
2012 04 07 12	45273.60	0.27	510.76	0.00	16.16	16.16	1285.24
2012 04 08 12	45619.20	0.00	498.60	0.00	14.55	14.55	1093.82
2012 04 09 12	45619.20	0.00	469.20	0.00	17.48	17.48	1158.77
2012 04 10 12	45619.20	0.00	518.58	0.00	17.03	17.03	1120.29
2012 04 11 12	45964.80	1.57	450.52	0.00	17.79	17.79	1141.09
